"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-05-23","2011","05","23","","","M","","M","","M","","M","","M","","M","","M","2.1","","","","17","","46",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-05-24","2011","05","24","","","M","","M","","M","","M","","M","","M","","M","0.4","","","","30","","43",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-05-25","2011","05","25","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-05-26","2011","05","26","","","M","","M","","M","","M","","M","","M","","M","4.4","","","","2","","37",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-05-27","2011","05","27","","","M","","M","","M","","M","","M","","M","","M","11.0","","","","3","","37",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-05-28","2011","05","28","","","M","","M","","M","","M","","M","","M","","M","6.1","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-05-29","2011","05","29","","","M","","M","","M","","M","","M","","M","","M","5.9","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-05-30","2011","05","30","","","M","","M","","M","","M","","M","","M","","M","0.2","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-05-31","2011","05","31","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-01","2011","06","01","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","24","","74",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-02","2011","06","02","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","30","","56",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-03","2011","06","03","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","29","","41",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-04","2011","06","04","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-05","2011","06","05","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-06","2011","06","06","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-07","2011","06","07","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-08","2011","06","08","","","M","","M","","M","","M","","M","","M","","M","10.5","","","","26","","70",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-09","2011","06","09","","","M","","M","","M","","M","","M","","M","","M","0.4","","","","2","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-10","2011","06","10","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","2","","41",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-11","2011","06","11","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","13","","52",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-12","2011","06","12","","","M","","M","","M","","M","","M","","M","","M","30.0","","","","14","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-13","2011","06","13","","","M","","M","","M","","M","","M","","M","","M","9.4","","","","2","","41",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-14","2011","06","14","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","4","","46",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-15","2011","06","15","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-16","2011","06","16","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","24","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-17","2011","06","17","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-18","2011","06","18","","","M","","M","","M","","M","","M","","M","","M","4.4","","","","28","","48",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-19","2011","06","19","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","28","","39",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-20","2011","06","20","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-21","2011","06","21","","","M","","M","","M","","M","","M","","M","","M","0.6","","","","36","","46",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-22","2011","06","22","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","18","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-23","2011","06","23","","","M","","M","","M","","M","","M","","M","","M","5.2","","","","14","","44",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-24","2011","06","24","","","M","","M","","M","","M","","M","","M","","M","14.9","","","","14","","46",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-25","2011","06","25","","","M","","M","","M","","M","","M","","M","","M","10.2","","","","13","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-26","2011","06","26","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","30","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-27","2011","06","27","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-28","2011","06","28","","","M","","M","","M","","M","","M","","M","","M","0.2","","","","29","","52",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-29","2011","06","29","","","M","","M","","M","","M","","M","","M","","M","0.3","","","","29","","46",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-06-30","2011","06","30","","","M","","M","","M","","M","","M","","M","","M","0.7","","","","29","","43",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-01","2011","07","01","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-02","2011","07","02","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-03","2011","07","03","","","M","","M","","M","","M","","M","","M","","M","15.5","","","","24","","43",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-04","2011","07","04","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","28","","37",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-05","2011","07","05","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","23","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-06","2011","07","06","","","M","","M","","M","","M","","M","","M","","M","2.2","","","","31","","48",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-07","2011","07","07","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","30","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-08","2011","07","08","","","M","","M","","M","","M","","M","","M","","M","7.8","","","","32","","59",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-09","2011","07","09","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","29","","37",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-10","2011","07","10","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-11","2011","07","11","","","M","","M","","M","","M","","M","","M","","M","1.2","","","","26","","44",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-12","2011","07","12","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","29","","41",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-13","2011","07","13","","","M","","M","","M","","M","","M","","M","","M","13.4","","","","2","","54",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-14","2011","07","14","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-15","2011","07","15","","","M","","M","","M","","M","","M","","M","","M","0.2","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-16","2011","07","16","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-17","2011","07","17","","","M","","M","","M","","M","","M","","M","","M","0.3","","","","25","","56",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-18","2011","07","18","","","M","","M","","M","","M","","M","","M","","M","0.3","","","","24","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-19","2011","07","19","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-20","2011","07","20","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","22","","43",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-21","2011","07","21","","","M","","M","","M","","M","","M","","M","","M","5.8","","","","26","","61",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-22","2011","07","22","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","28","","44",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-23","2011","07","23","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","28","","48",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-24","2011","07","24","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","3","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-25","2011","07","25","","","M","","M","","M","","M","","M","","M","","M","1.1","","","","13","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-26","2011","07","26","","","M","","M","","M","","M","","M","","M","","M","4.4","","","","34","","54",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-27","2011","07","27","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-28","2011","07","28","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-29","2011","07","29","","","M","","M","","M","","M","","M","","M","","M","4.3","","","","31","","54",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-30","2011","07","30","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","29","","43",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-07-31","2011","07","31","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-01","2011","08","01","","","M","","M","","M","","M","","M","","M","","M","25.5","","","","35","","57",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-02","2011","08","02","","","M","","M","","M","","M","","M","","M","","M","1.8","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-03","2011","08","03","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-04","2011","08","04","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-05","2011","08","05","","","M","","M","","M","","M","","M","","M","","M","0.2","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-06","2011","08","06","","","M","","M","","M","","M","","M","","M","","M","1.3","","","","20","","41",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-07","2011","08","07","","","M","","M","","M","","M","","M","","M","","M","3.1","","","","3","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-08","2011","08","08","","","M","","M","","M","","M","","M","","M","","M","0.5","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-09","2011","08","09","","","M","","M","","M","","M","","M","","M","","M","39.5","","","","20","","56",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-10","2011","08","10","","","M","","M","","M","","M","","M","","M","","M","7.9","","","","21","","54",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-11","2011","08","11","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","23","","41",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-12","2011","08","12","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","25","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-13","2011","08","13","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-14","2011","08","14","","","M","","M","","M","","M","","M","","M","","M","21.5","","","","6","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-15","2011","08","15","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-16","2011","08","16","","","M","","M","","M","","M","","M","","M","","M","10.4","","","","32","","44",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-17","2011","08","17","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-18","2011","08","18","","","M","","M","","M","","M","","M","","M","","M","1.2","","","","27","","56",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-19","2011","08","19","","","M","","M","","M","","M","","M","","M","","M","0.3","","","","24","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-20","2011","08","20","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","31","","52",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-21","2011","08","21","","","M","","M","","M","","M","","M","","M","","M","37.4","","","","26","","44",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-22","2011","08","22","","","M","","M","","M","","M","","M","","M","","M","2.2","","","","30","","61",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-23","2011","08","23","","","M","","M","","M","","M","","M","","M","","M","0.2","","","","24","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-24","2011","08","24","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","18","","46",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-25","2011","08","25","","","M","","M","","M","","M","","M","","M","","M","7.8","","","","16","","41",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-26","2011","08","26","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-27","2011","08","27","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-28","2011","08","28","","","M","","M","","M","","M","","M","","M","","M","51.4","","","","2","","78",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-29","2011","08","29","","","M","","M","","M","","M","","M","","M","","M","1.6","","","","30","","43",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-30","2011","08","30","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","25","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-08-31","2011","08","31","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-01","2011","09","01","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-02","2011","09","02","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-03","2011","09","03","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-04","2011","09","04","","","M","","M","","M","","M","","M","","M","","M","15.0","","","","29","","54",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-05","2011","09","05","","","M","","M","","M","","M","","M","","M","","M","11.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-06","2011","09","06","","","M","","M","","M","","M","","M","","M","","M","3.4","","","","4","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-07","2011","09","07","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","3","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-08","2011","09","08","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-09","2011","09","09","","","M","","M","","M","","M","","M","","M","","M","0.2","","","","27","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-10","2011","09","10","","","M","","M","","M","","M","","M","","M","","M","0.6","","","","3","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-11","2011","09","11","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-12","2011","09","12","","","M","","M","","M","","M","","M","","M","","M","6.6","","","","34","","43",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-13","2011","09","13","","","M","","M","","M","","M","","M","","M","","M","23.1","","","","27","","52",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-14","2011","09","14","","","M","","M","","M","","M","","M","","M","","M","0.2","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-15","2011","09","15","","","M","","M","","M","","M","","M","","M","","M","7.6","","","","30","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-16","2011","09","16","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","28","","43",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-17","2011","09","17","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-18","2011","09","18","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-19","2011","09","19","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","14","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-20","2011","09","20","","","M","","M","","M","","M","","M","","M","","M","10.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-21","2011","09","21","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-22","2011","09","22","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-23","2011","09","23","","","M","","M","","M","","M","","M","","M","","M","0.2","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-24","2011","09","24","","","M","","M","","M","","M","","M","","M","","M","0.3","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-25","2011","09","25","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-26","2011","09","26","","","M","","M","","M","","M","","M","","M","","M","0.6","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-27","2011","09","27","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-28","2011","09","28","","","M","","M","","M","","M","","M","","M","","M","0.9","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-29","2011","09","29","","","M","","M","","M","","M","","M","","M","","M","24.3","","","","24","","43",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-09-30","2011","09","30","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","23","","50",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-10-01","2011","10","01","","","M","","M","","M","","M","","M","","M","","M","6.8","","","","3","","54",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-10-02","2011","10","02","","","M","","M","","M","","M","","M","","M","","M","14.4","","","","4","","48",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-10-03","2011","10","03","","","M","","M","","M","","M","","M","","M","","M","1.7","","","","4","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-10-04","2011","10","04","","","M","","M","","M","","M","","M","","M","","M","0.4","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-10-05","2011","10","05","","","M","","M","","M","","M","","M","","M","","M","0.2","","","","34","","46",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-10-06","2011","10","06","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-10-07","2011","10","07","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-10-08","2011","10","08","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","24","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-10-09","2011","10","09","","","M","","M","","M","","M","","M","","M","","M","0.2","","","","24","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-10-10","2011","10","10","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-10-11","2011","10","11","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-10-12","2011","10","12","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","14","","37",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-10-13","2011","10","13","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2011-10-14","2011","10","14","","","M","","M","","M","","M","","M","","M","","M","25.2","","","","12","","43",""
